"id_discipline","id_dep","discipline"
"19154",NULL,"Современные технологии психолого-педагогической диагностики нарушений развития в дошкольном возрасте"
"19155",NULL,"Расписание идентично расписанию 381 группы"
"19156",NULL,"1-ая профильная практика"
"19157",NULL,"2-ая профильная практика"
"19158",NULL,"физика 1"
"19159",NULL,"Эксплуатация объектов сетевой инфраструктуры; Безопасность компьютерных сетей"
"19160",NULL,"Администрирование сетевых ОС; Программное обеспечение компьютерных систем; Организация администрирования компьютерных систем"
"19161",NULL,"Основы тех. эксплуатации и обслуживания Э и Э/МО; Электрическое и электромеханическое оборудование; Тех. регулирование и контроль качества Э и Э/МО"
"19162",NULL,"Производственная практика (Таможенная -1)"
"19163",NULL,"Управление проектами и программами"
"19164",NULL,"Государственные и муниципальные закупки"
"19165",NULL,"Маркетинговые коммуникации"
"19166",NULL,"Практика по получению первичных профессиональных умений и  навыков (Ознакомительная практика)"
"19167",NULL,"Методика обучения в начальном образовании"
"19168",NULL,"Методика обучения в предметной области ""Технология"""
"19169",NULL,"Методика обучения в дошкольном образовании"
"19170",NULL,"Основы специальной психологии и дефектологии"
"19171",NULL,"Психология общения в виртуальной и поликультурной среде"
"19172",NULL,"Элитарная и массовая культура в ХХ веке"
"19173",NULL,"Этнополитические процессы в Восточном Средиземноморье в древности"
"19174",NULL,"Развитие науки и технико-технологические достижения западной цивилизации в 19 - нач. 20 вв."
"19175",NULL,"Психолого-педагогическое сопровождение детей и подростков после кохлеарной имплантации"
"19176",NULL,"Психолого-педагогическое сопровождение детей после кохлеарной имплантации"
"19177",NULL,"Выполнение сборки, монтажа и демонтажа устройств, блоков и приборов различных видов РЭТ"
"19178",NULL,"Разработка программных модулей программного обеспечения для компьютерных систем"
"19179",NULL,"Логопедические технологии"
"19180",NULL,"Олигофренопедагогика"
"19181",NULL,"Психология лиц с нарушениями функций опорно-двигательного аппарата"
"19182",NULL,"Кохлеарная имплантация глухих детей и взрослых"
"19183",NULL,"Теория решения творческих задач"
"19184",NULL,"Научный семинар ""Краеведческий компонент в начальном естественно-математическом образовании"""
"19185",NULL,"Психологическое консультирование клиентов в трудной жизненной ситуации"
"19186",NULL,"Актуальные проблемы современной коррекционной педагогики и специальной психологии"
"19187",NULL,"Психологическая и социальная реабилитация клиентов"
"19188",NULL,"Социально-психологическая диагностика развития личности"
"19189",NULL,"Логопедическая работа с лицами с тяжелыми нарушениями речи"
"19190",NULL,"Восстановительное обучение при афазии"
"19191",NULL,"Формирование речи у детей с расстройствами аутистического спектра"
"19192",NULL,"Радиоизмерительные приборы"
"19193",NULL,"Решение задач по физике повышенной сложности"
"19194",NULL,"Статистическая физика и термодинамика"
"19195",NULL,"Историческая и эволюционная психология"
"19196",NULL,"Ордерная диагностика организационной культуры"
"19197",NULL,"Спортивная деятельность в психологическом тренинге"
"19198",NULL,"Сравнительная история Древнего Китая, Древней Греции и Древнего Рима: модели управления и управленческой этики"
"19199",NULL,"Школы стратегий в менеджменте: психологические аспекты"
"19200",NULL,"Психология менеджмента (ордерный подход)"
"19201",NULL,"Греческий и латынь"
"19202",NULL,"История религии. Забота о себе в христианской аскезе"
"19203",NULL,"Музыкально-практическая деятельность в психологическом тренинге"
"19204",NULL,"Практика по получению профессиональных умений и опыта профессиональной деятельности: технологическая практика"
"19205",NULL,"Методы изучения культур"
"19206",NULL,"Физические методы исследования макромалекул и биологических сред"
"19207",NULL,"Оптика наночастиц и нанообъектов"
"19208",NULL,"Учебная ознакомительная (1-я профильная) практика"
"19209",NULL,"Моделирование полупроводниковых приборов и устройств на их основе"
"19210",NULL,"Нелинейные оптические методы обработкисигналов"
"19211",NULL,"Нелинейные оптические методы обработки сигналов"
"19212",NULL,"Теоретические методы исследования наноструктур"
"19213",NULL,"Управление персоналом на предприятиях сервиса"
"19214",NULL,"Управление рисками сервисных бизнес-процессов"
"19215",NULL,"Основы экономических знаний"
"19216",NULL,"Самостоятельная работа по курсу ""Общая геология"""
"19217",NULL,"Методы гидрогеологических и инженерно-геологических исслед"
"19218",NULL,"Структурная геология, консультация по курсовой работе"
"19219",NULL,"Геофизические методы исследования скважин"
"19220",NULL,"Проектная деятельность и инновационные методы обучения"
"19221",NULL,"Моделирование экономического роста и развития"
"19222",NULL,"Виртуальные денежные системы"
"19223",NULL,"Управление рисками в интернет-экономике"
"19224",NULL,"Краеведение в духовно-нравственном воспитании молодежи"
"19225",NULL,"Педагогика дополнительного образования"
"19226",NULL,"Культура как раздел обществознания"
"19227",NULL,"Психолого-педагогические процессы в профессиональной деятельности"
"19228",NULL,"Образовательные программы и ФГОС дошкольного образования"
"19229",NULL,"основы медицинской химии"
"19230",NULL,"методика обучения химии"
"19231",NULL,"Проектирование контрольно-измерительных материалов для мониторинга учебно-воспитательного процесса"
"19232",NULL,"Дистанционное обучение в системе общего и профессионального образования"
"19233",NULL,"PR в молодежной политике"
"19234",NULL,"Социология лидерства в молодежной политике"
"19235",NULL,"Социальные конфликты в контексте процесса регионализации"
"19236",NULL,"Психология и этика делового общения"
"19237",NULL,"Управленческие решения в молодежной политике"
"19238",NULL,"Историко-культурный контекст обучения математике в школе"
"19239",NULL,"Этноматематика и методика её преподавания"
"19240",NULL,"Экономическая политика"
"19241",NULL,"Теория политической коммуникации"
"19242",NULL,"Физические методы исследования макромолекул и биологических сред"
"19243",NULL,"Спецкурс 11.1"
"19244",NULL,"Компьютерные и информационные технологии в криминалистических учетах и базах данных"
"19245",NULL,"Методы количественного обоснования категорических выводов в судебной экспертизе"
"19246",NULL,"Измерение и контроль основных параметров материалов и биодатчиков"
"19247",NULL,"Аналитическая химия и физико-химические методы анализа "
"19248",NULL,"Технологии нефтехимического и органического синтеза"
"19249",NULL,"Прикладная неорганическая химия "
"19250",NULL,"Организация и правовые вопросы экспертизы "
"19251",NULL,"Русское искусство 18 века"
"19252",NULL,"Документирование хозяйственных операций и ведение бухгалтерского учета активов организации"
"19253",NULL,"Разработка технологических процессов изготовления деталей машин"
"19254",NULL,"Телекоммуникационные устройства и системы"
"19255",NULL,"Модели и методы интеллектуального анализа данных"
"19256",NULL,"Современные интсрументы контроля высокотех. производства"
"19257",NULL,"Прибры на квантовых эффектах: технология и материалы"
"19258",NULL,"Магнитные материалы и структуры для электроники"
"19259",NULL,"Нанометрология и нанодиагностика"
"19260",NULL,"Измерение и контроль основных параметров материалов"
"19261",NULL,"Методы количественного обоснования категорических выводов"
"19262",NULL,"Свойства материалов в зависимости от структуры, состава"
"19263",NULL,"Компьютерные и информационные технологии в криминал."
"19264",NULL,"Интегрированные системы менеджмента качества"
"19265",NULL,"Исследование материалов и веществ на микро- и нано- уровнях"
"19266",NULL,"Консультация по НИР"
"19267",NULL,"Непрерывное профессиональное образование в сфере ИТ"
"19268",NULL,"Автоматизированное тестирование"
"19269",NULL,"Психология манипуляций"
"19270",NULL,"Психология понимания"
"19271",NULL,"Психофизиология сознания"
"19272",NULL,"Обучение детей и подростков с особыми обр. способностями"
"19273",NULL,"Спец/курс и курс по выбору"
"19274",NULL,"Организация исследовательской деятельности школьников по информатике"
"19275",NULL,"Психодиагностика и коррекция личностных особенностей пользователей интернета"
"19276",NULL,"Культура личной информационной безопасности"
"19277",NULL,"Нравственное богословие"
"19278",NULL,"Творческое письмо"
"19279",NULL,"Иностранный язык как средство профессиональной коммуникации "
"19280",NULL,"Основы лингвистической экспертизы"
"19281",NULL,"Словообразование"
"19282",NULL,"Лексикология и семантика"
"19283",NULL,"Основы стилистики и редактирования"
"19284",NULL,"Организация технического обслуживания и ремонта электрического и электромеханического оборудования"
"19285",NULL,"Организационное и правовое обеспечение инф. безопасности"
"19286",NULL,"Организация исслед. деятельности школьников по информатике"
"19287",NULL,"Моделирование телекоммун. систем и компьютерных сетей"
"19288",NULL,"Метод. обуч. инф. одаренных детей, подростков и молодежи"
"19289",NULL,"Современные ИКТ в образовании"
"19290",NULL,"Теория вероятностей, мат. статистика и случ. процессы"
"19291",NULL,"Применение микропроцессорных систем, установка и настройка периферийного оборудования"
"19292",NULL,"Выполнение работ по проектированию сетевой инфраструктуры"
"19293",NULL,"Участие в интеграции программных модулей"
"19294",NULL,"Осуществление интеграции программных модулей"
"19295",NULL,"Ведение бухгалтерского учета источников формирования активов, выполнения работ по инвентаризации активов и финансовых обязательств организации"
"19296",NULL,"Проведения расчетов с бюджетом и внебюджетными фондами"
"19297",NULL,"Основы психологического консультирования в работе педагога-психолога"
"19298",NULL,"Коррекционно-развивающая работа педагога-психолога"
"19299",NULL,"Технологии проектирования в деятельности педагога-психолога"
"19300",NULL,"Практикум по психологическому консультированию"
"19301",NULL,"Технологии эффективного трудоустройства"
"19302",NULL,"Технологии принятия эффективных решений"
"19303",NULL,"Педагогические конфликты и школьная медиация"
"19304",NULL,"Психология социального отчуждения"
"19305",NULL,"Профориентационный практикум"
"19306",NULL,"Социально-педагогический тренинг"
"19307",NULL,"Методические основы тренинговой деятельности"
"19308",NULL,"Организация и методы работы социального педагога"
"19309",NULL,"Документация в работе социального педагога"
"19310",NULL,"Психологическая адаптация обучающихся"
"19311",NULL,"Позитивная социализация обучающихся"
"19312",NULL,"Консультирование по вопросам социальной реабилитации"
"19313",NULL,"Досуговая деятельность детей и молодежи"
"19314",NULL,"Проведение диагностики и ремонта различных видов радиоэлектронной техники"
"19315",NULL,"Участие в организации производственной деятельности структурного подразделения"
"19316",NULL,"Технологии сельскохозяйственного производства"
"19317",NULL,"Художественно-эстетическое воспитание в технологическом образовании"
"19318",NULL,"Организация внеучебной деятельности в дополнительном образовании"
"19319",NULL,"Модуль 5. Психолого-педагогическая помощь клиентам в трудной жизненной ситуации"
"19320",NULL,"Комбинированное обучение"
"19321",NULL,"Проектная деятельность в дошкольном и дополнительном образовании"
"19322",NULL,"Основы военной службы"
"19323",NULL,"Призводственная технологическая практика"
"19324",NULL,"Производственная технологическая практика"
"19325",NULL,"Правовые основы государственного и муниципального управления"
"19326",NULL,"Культурная феноменология цифровых технологий"
"19327",NULL,"Системная инженерия"
"19328",NULL,"Технологическая эстетика"
"19329",NULL,"Сопровождение и обслуживание программного обеспечения компьютерных систем"
"19330",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (наладчик технологического оборудования)"
"19331",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (оператор электронно-вычислительных и вычислительных машин)"
"19332",NULL,"Программное обеспечение для автоматизированных систем и компьютерных сетей"
"19333",NULL,"Организация сетевого администрирования"
"19334",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (токарь)"
"19335",NULL,"Участие во внедрении технологических процессов изготовления деталей машин и осуществление технического контроля"
"19336",NULL,"Составление и использование бухгалтерской (финансовой) отчетности"
"19337",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (кассир)"
"19338",NULL,"Выполнение сервисного обслуживания бытовых машин и приборов"
"19339",NULL,"Организация деятельности производственного подразделения"
"19340",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (слесарь-электрик по ремонту электрооборудования)"
"19341",NULL,"Психолого-педагогические процессы в профессиональной деятел"
"19342",NULL,"Научно-исследовательская деятельность по биологии и экологии"
"19343",NULL,"Педагогика и психология (Психология)"
"19344",NULL,"Основы оптики атомной физики"
"19345",NULL,"Основы оптики и атомной физики"
"19346",NULL,"Спецлаборатория ""Инфокоммуникационные системы и сети"""
"19347",NULL,"Выполнение работ по одной или нескольким профессиям рабочих, должностям служащих (монтажник радиоэлектронной аппаратуры и приборов)"
"19348",NULL,"Организация добровольческой (волонтерской) деятельности и взаимодействие с социально ориентированными НКО (факультатив)"
"19349",NULL,"Научно-инновационная практика"
"19350",NULL,"Производственная логопедическая практика в дошкольных образовательных учреждениях"
"19351",NULL,"Курсовая работа по дисциплине ""Практикум"""
"19352",NULL,"Онтогенез речи"
"19353",NULL,"Технологии образования лиц с умственной отсталостью в предметной области Технология "
"19354",NULL,"Психология детей с тяжелыми и множественными нарушениями развития"
"19355",NULL,"Технологии консультативной работы с лицами с ОВЗ"
"19356",NULL,"Психологическая помощь лицам с ОВЗ в системе образования"
"19357",NULL,"Технологии психотерапевтической работы с лицами с ОВЗ"
"19358",NULL,"Психологическая помощь лицам с ОВЗ в системе социальной защиты"
"19359",NULL,"Методика обучения литературе (специальная)"
"19360",NULL,"Курсовая работа по дисциплине ""Теоретико-методологический семинар"""
"19361",NULL,"Научные руководители"
"19362",NULL,"Курсовая работа по дисциплине: ""Научно-исследовательская работа: научный семинар"""
"19363",NULL,"Курсовая работа по методике обучения предмету"
"19364",NULL,"Геологическое строение юго-востока Восточно-Европейской платформы и геологические объекты"
"19365",NULL,"Полезные ископаемые юго-востока Восточно-Европейской платформы"
"19366",NULL,"Спецпрактикум по курсовой работе"
"19367",NULL,"Волонтерская работа в социальной работе"
"19368",NULL,"Социальная работа и социальная защита в сфере занятости населения"
"19369",NULL,"Социальная работа с инвалидами"
"19370",NULL,"Социологические теории государства"
"19371",NULL,"Муниципальное и земельное право: Земельное право"
"19372",NULL,"Взаимодействие государственных органов, общественных и научно-образовательных организаций в природоохранной деятельности"
"19373",NULL,"Мониторинг разработки нефтегазовых месторождений геофизическими методами"
"19374",NULL,"Учебная:исполнительская практика"
"19375",NULL,"Компьютерные сети; Организация принципа построения и функционирования компьютерных систем"
"19376",NULL,"Брендирование туристских территорий"
"19377",NULL,"Визуальная культура в эпоху цифровизации"
"19378",NULL,"История гуманитарных наук"
"19379",NULL,"История народного костюма"
"19380",NULL,"Курсовая работа по дисциплине ""История отечественного и зарубежного религиоведения"""
"19381",NULL,"Курсовая работа по дисциплине ""Философия религии"""
"19382",NULL,"Нейропсихологические технологии в организации психологического сопровождения лиц с ограниченными возможностями здоровья"
"19383",NULL,"Проектирование вариативных образовательных программ и программ реабилитации"
"19384",NULL,"Курсовая работа по дисциплине: История и методология теологии"
"19385",NULL,"Информационно-психологическая экспертиза текстов "
"19386",NULL,"Социально-педагогическая поддержка взрослых в период профессионального кризиса"
"19387",NULL,"Управление в системе общего образования"
"19388",NULL,"Лидерство в образовании"
"19389",NULL,"Муниципальное право"
"19390",NULL,"Практика по получению профессиональных умений и опыта профессиональной деятельности (Юридическая практика 2)"
"19391",NULL,"Практикум «Интернет-ресурсы поддержки одаренности»"
"19392",NULL,"Современные статистические методы в педагогических исследованиях"
"19393",NULL,"Практикум «Проектирование программ внеурочной деятельности для одаренных детей и талантливой молодежи»"
"19394",NULL,"Управление репутационными рисками"
"19395",NULL,"Рекламные кампании в цифровой сфере"
"19396",NULL,"Управление коммуникационными проектами"
"19397",NULL,"Управление рекламным агентствоми рекламным отделом в организации"
"19398",NULL,"Управление рекламным агентством и рекламным отделом в организации"
"19399",NULL,"Креативные технологии разработки интернет-контента"
"19400",NULL,"Краудсоринг в рекламе и связях с общественностью"
"19401",NULL,"Системное программирование; Прикладное программирование"
"19402",NULL,"Радиоэлектроника,ч2"
"19403",NULL,"Практикум по ИКТ"
"19404",NULL,"Цифровые устройства и микропроцессорные системы"
"19405",NULL,"Физические основы наноэлектроники"
"19406",NULL,"Основы компьютерного моделирования и проектирования электронных средств"
"19407",NULL,"Биофизика мембран"
"19408",NULL,"Когерентно-оптические методы в биотехнических системах"
"19409",NULL,"Спекл-визуализация в биомедицинских исследованиях"
"19410",NULL,"Язык делового общения"
"19411",NULL,"Введение в математические основы физики"
"19412",NULL,"Математический анализ и ТФКП"
"19413",NULL,"Принципы расширения возможностей стандартных прикладных программ"
"19414",NULL,"Основы дефектологии и инклюзивная практика"
"19415",NULL,"Плавание.Прикладная физическая культура"
"19416",NULL,"Компьютерные технологии в радиофизике и нелинейной динамике"
"19417",NULL,"Введение в специальность радиоинженера"
"19418",NULL,"Программирование микроконтроллеров"
"19419",NULL,"Информатика и теория алгоритмов"
"19420",NULL,"Основы работы с научно- технической документацией"
"19421",NULL,"Физика атмосферы"
"19422",NULL,"Дистанционное зондирование Земли"
"19423",NULL,"Философия (введение в профессию)"
"19424",NULL,"Нормативно-правовые и этические нормы педагогической деятельности"
"19425",NULL,"История западных цивилизаций"
"19426",NULL,"Философия и культура как разделы обществознания"
"19427",NULL,"Основы экономики и финансовая грамотность"
"19428",NULL,"Практикум по обработку социологических данных"
"19429",NULL,"Построение моделей социальных систем"
"19430",NULL,"Социология пространства"
"19431",NULL,"Социология общественных связей"
"19432",NULL,"Философские проблемы общества рисков"
"19433",NULL,"Особенности организации деятельности детских и молодежных общественных организаций"
"19434",NULL,"Прогнозирование и моделирование социальных процессов в молодежной среде"
"19435",NULL,"Социальные патологии в молодежной среде"
"19436",NULL,"Современные технологии организации волонтерской деятельности"
"19437",NULL,"История культуры Древнего Востока"
"19438",NULL,"Социальная инклюзия"
"19439",NULL,"Социальные медиа"
"19440",NULL,"Методика преподавания алгоритмизации и программирования на уроках технологии"
"19441",NULL,"Методика организации детской музыкальной деятельности"
"19442",NULL,"Методика экологического образования дошкольников"
"19443",NULL,"Методика организации детской изобразительной деятельности"
"19444",NULL,"Социология и политика как разделы обществознания"
"19445",NULL,"Формирование математических представлений у младших школьников"
"19446",NULL,"Истоки европейской цивилизации"
"19447",NULL,"Введение в библеистику"
"19448",NULL,"Введение в теологию"
"19449",NULL,"Мифологические системы Древнего мира"
"19450",NULL,"Введение в экономическую теорию: Часть 1"
"19451",NULL,"Управление информационными ресурсами в социологических исследованиях"
"19452",NULL,"История Древней Греции и Древнего Рима"
"19453",NULL,"История Древнего Востока"
"19454",NULL,"Психологическая адаптация и дезадаптация обучающихся"
"19455",NULL,"Технология проектирования в деятельности педагога-психолога"
"19456",NULL,"Основы психологии экстремальных ситуаций и кризисных состояний"
"19457",NULL,"Проектирование учебных материалов по литературному чтению"
"19458",NULL,"Введение в конфессиональное религиоведение"
"19459",NULL,"Коррекционно-развивающая работа с детьми с ОВЗ"
"19460",NULL,"Актуальные вопросы православной теологии"
"19461",NULL,"Логика и риторика"
"19462",NULL,"Государство и общество в Ветхом Завете"
"19463",NULL,"Культурообразующие религии России"
"19464",NULL,"Русская Православная Церковь в ХХ-ХХI вв."
"19465",NULL,"Информационные технологии в интернет-экономике"
"19466",NULL,"Практические основы профессиональной деятельности"
"19467",NULL,"Методика обучения МХК"
"19468",NULL,"Основы экономики и финансовой грамотности"
"19469",NULL,"Основы прав и антикоррупционного поведения"
"19470",NULL,"Методика внеурочной и внешкольной работы по истории"
"19471",NULL,"Управление проектами в туризме"
"19472",NULL,"Экологический туризм"
"19473",NULL,"Основы права и антикоррупционного поведения"
"19474",NULL,"Сервис бытовых услуг"
"19475",NULL,"Правовое регулирование сервисных бизнес-процессов"
"19476",NULL,"SMM-маркетинг в сфере услуг"
"19477",NULL,"Российско-китайские отношения"
"19478",NULL,"Внешняя политика США"
"19479",NULL,"Технология образования лиц с нарушениями слуха в предметной области Искусство и технология"
"19480",NULL,"Технология развития слухового восприятия и устной речи"
"19481",NULL,"Обучение и воспитание детей с комплексным дефектом"
"19482",NULL,"Технология образования лиц с умственной отсталостью в предметной области Язык и речевая культура"
"19483",NULL,"Технология образования лиц с нарушениями слуха в предметной области Математика"
"19484",NULL,"Технология образования лиц с нарушениями слуха в предметной области Обществознание и естествознание"
"19485",NULL,"Технология образования лиц с нарушениями слуха в предметной области Филология/Язык"
"19486",NULL,"Технология образования лиц с умственной отсталостью в предметной области Естествознание"
"19487",NULL,"Технология образования лиц с умственной отсталостью в предметной области Искусство"
"19488",NULL,"Технология образования лиц с умственной отсталостью в предметной области Язык и речевая практика"
"19489",NULL,"Технология образования лиц с умственной отсталостью в предметной области Математика"
"19490",NULL,"Вспомогательные исторические дисциплины (Нумизматика и сфрагистика"
"19491",NULL,"Семейное воспитание детей с нарушениями слуха"
"19492",NULL,"Методика преподавания русского языка и литературного чтения (специальная)"
"19493",NULL,"Международная интеграция и международные организации"
"19494",NULL,"Основы химии"
"19495",NULL,"Основы общественных наук"
"19496",NULL,"Биология и экология"
"19497",NULL,"История медицины"
"19498",NULL,"Химия часть 1"
"19499",NULL,"Введение в геологическую графику"
"19500",NULL,"Гидрогеологическое и инженерно-геологические картографирован"
"19501",NULL,"Нормативные документы в недропользовании и строительстве"
"19502",NULL,"Теория вероятности и математическая статистика в медицине"
"19503",NULL,"Общая химия"
"19504",NULL,"Основы научной и проектной деят. в организации общего образ."
"19505",NULL,"Интерполяция двойными базисными сплайнами"
"19506",NULL,"Двоичный гармонический анализ"
"19507",NULL,"Разработка Web-узлов и приложений. Часть 2"
"19508",NULL,"История русского военного искусства"
"19509",NULL,"Технология выполнения работ"
"19510",NULL,"Управляющие программы для обработки заготовок на металлорежущем и аддитивном оборудовании"
"19511",NULL,"Проектная деятельность в натурном и компьютерном эксперименте"
"19512",NULL,"Схематическое проектирование электронных приборов и устройств"
"19513",NULL,"Техническое обслуживание, ремонт и оценка качества электронных приборов и устройств"
"19514",NULL,"Прикладное программное обеспечение профессиональной деятельности"
"19515",NULL,"Программное обеспечение компьютерных сетей"
"19516",NULL,"Мерчандайзинг"
"19517",NULL,"История латинского языка"
"19518",NULL,"Психолого-педагогические основы образовательной деятельности"
"19519",NULL,"Методология и методы исторической науки: теория и практика"
"19520",NULL,"Музеи Саратовского Поволжья"
"19521",NULL,"Психологическое консультирование и психологическая профилактика"
"19522",NULL,"Методы исследования экосистем"
"19523",NULL,"Экспериментальная медицина"
"19524",NULL,"Экологическая физиология и биотехнология"
"19525",NULL,"Совр. подходы для решения нестандартных задач"
"19526",NULL,"Охраняемые природные территории"
"19527",NULL,"Основные принципы световой микроскопии"
"19528",NULL,"Нейрофотоника"
"19529",NULL,"Молекулярно-генетические исследования"
"19530",NULL,"Микробиологические методы в лабораторной диагностике"
"19531",NULL,"Биоразнообразие, структура и функционирование"
"19532",NULL,"Молекулярная иммунология"
"19533",NULL,"Основы научной и проектной деятельности"
"19534",NULL,"Микробиология и вирусология (вирусология)"
"19535",NULL,"Основы здорового образа жизни (факультатив)"
"19536",NULL,"Основы здорового образа жизни и школьной гигиены"
"19537",NULL,"Программные средства информационных систем для научн. деятел"
"19538",NULL,"Физика колебаний и волн"
"19539",NULL,"Анализ и обработка данных"
"19540",NULL,"Информационно-телекоммуник. технологии для научных иследов-й"
"19541",NULL,"Электронные приборы в инфор.-телеком. системах"
"19542",NULL,"Практикум ""Нелинейная динамика в радиофизике и электронике"""
"19543",NULL,"Принципы построения и функционирования баз данных"
"19544",NULL,"Информационно-телеком. технологии для научных исслед."
"19545",NULL,"Электроника СВЧ: физические основы и математическое моделиро"
"19546",NULL,"Деловая и научная этика, организация научных исследований"
"19547",NULL,"Математические методы научных исследований в прикладной физ."
"19548",NULL,"Введение в специальность инженера-электронщика"
"19549",NULL,"Введение в криминалистику и криминалистическое материаловеде"
"19550",NULL,"Общенаучный семинар: Научные и методологические основы трасо"
"19551",NULL,"Современные проблемы нелинейной физики неравновесных сред"
"19552",NULL,"Литература XX века. Синергетический аспект"
"19553",NULL,"Методы и средства измерений, испытаний и контроля при произв"
"19554",NULL,"Физические принципы работы твердотельных приборов СВЧ-электр"
"19555",NULL,"Семинар по представлению результатов НИР в семестре"
"19556",NULL,"Методы обработки цифровых изображений сканирующей зондовой м"
"19557",NULL,"Электронные датчики и измерительные системы в высокотехнолог"
