"id_discipline","id_dep","discipline"
"12589",NULL,"Основы нучно-методической деятельности"
"12594",NULL,"Коллоидная химия буровых растворов"
"12595",NULL,"Мировое культурное наследие"
"12596",NULL,"Горные машины и проведение горноразведочных выработок"
"12601",NULL,"Таможенные режимы и специальные таможенные процедуры"
"12602",NULL,"Методика обучения и воспитания физической культуре"
"12603",NULL,"Педагогика физической культуры и спорта"
"12605",NULL,"Установочная конференция по педагогической практике"
"12607",NULL,"Культура деловых коммуникаций"
"12608",NULL,"Бюджетное право (факультатив)"
"12609",NULL,"Гражданский процесс"
"12610",NULL,"Правовые основы деятельности СМИ"
"12613",NULL,"Информационные технологии в современной науке и образовании"
"12614",NULL,"Философия имени"
"12615",NULL,"Методика прподавания теологических дисциплин"
"12616",NULL,"методика преподавания теологических дисциплин"
"12617",NULL,"Текстология Священного Писания Ветхого и Нового Заветов"
"12619",NULL,"Экологические аспекты здоровья детей"
"12621",NULL,"Защита практики"
"12622",NULL,"История культуры"
"12626",NULL,"Антропология религии"
"12627",NULL,"Повседневность религии"
"12629",NULL,"Актуальные вопросы христологии"
"12630",NULL,"Философия и социология религии"
"12631",NULL,"Методология русской философии истории"
"12633",NULL,"Деловой иностранный язык (немецкий)"
"12634",NULL,"Деловой иностранный язык (английский)"
"12635",NULL,"Религия в современном социуме"
"12637",NULL,"Менеджмент современного искусства"
"12640",NULL,"Методы анализа объектов ООС"
"12641",NULL,"Практика "
"12642",NULL,"Алгоритмы и яз. программирования"
"12643",NULL,"Пенитенциарная психология и педагогика "
"12646",NULL,"Криминальная психология "
"12648",NULL,"Психология ведения переговоров в юридической практике "
"12649",NULL,"Психология религиозных и межэтнических конфликтов "
"12650",NULL,"Методы психокоррекции и ресоциализации в правоохранительной деятельности "
"12655",NULL,"Полимеры медико-биологического назначения"
"12657",NULL,"Физические основы акусто-и оптоэлектроники"
"12658",NULL,"История демографии"
"12659",NULL,"Демографическая теория"
"12660",NULL,"Смертность как демографический процесс"
"12663",NULL,"Основы управления персоналом"
"12665",NULL,"Основы государственного и муниципального управления"
"12666",NULL,"Связи с общественностью в органах власти"
"12667",NULL,"Государственная и муниципальная служба"
"12668",NULL,"Планирование и проектирование организации"
"12670",NULL,"Социальная работа"
"12687",NULL,"Историография русской культуры"
"12693",NULL,"Промышленный катализ и технологии катализаторов"
"12698",NULL,"Повседневная жизнь и бытовая культура российской провинции"
"12699",NULL,"Отношения России со странами Европы и Северной Америки"
"12700",NULL,"Психология социальной работы"
"12701",NULL,"Социальная работа с молодёжью"
"12715",NULL,"История природных и техногенных катастроф"
"12718",NULL,"Методы и средства измерений"
"12722",NULL,"Алгоритмы, библиотеки и программы параллельной обработки экс"
"12723",NULL,"Микроконтроллеры и ПЛИС в биотехнических системах"
"12724",NULL,"Модели процессов в распределенных системах"
"12726",NULL,"Органические и гибридные материалы"
"12727",NULL,"Основы теории надежности материалов и изделий"
"12730",NULL,"Многослойные микро- и наноструктуры"
"12732",NULL,"Управление конфликтами в организации"
"12735",NULL,"Основы кластерного анализа"
"12736",NULL,"Современные проблемы нелинейной динамики"
"12738",NULL,"Влияние микро- и наномасштаба на свойства материалов"
"12739",NULL,"Магнитные материалы и структуры для электроники и наноэлектр"
"12741",NULL,"Основы профессионально-ориентрованного перевода"
"12742",NULL,"Структуры и алгоритмы компьютерной обработки данных"
"12743",NULL,"Теория вероятностей,математ.статистика и случ. процессы"
"12744",NULL,"Структуры данных и алгоритмы"
"12745",NULL,"Программная инженерия"
"12746",NULL,"Методы и средства защиты информации"
"12747",NULL,"Введение в программную инженерию"
"12750",NULL,"Сети ЭВМ и системы телекоммуникаций"
"12754",NULL,"Корпоративные информационные системы"
"12756",NULL,"Теория формальных языков и трансляций"
"12759",NULL,"Сети и системы передачи информации"
"12761",NULL,"Иностр.язык(первый по спец-ти)"
"12764",NULL,"БАВ в косметике"
"12769",NULL,"Масс-спектрометрия и хроматомасс-спектрометрия"
"12772",NULL,"Археология и история первобытного общества"
"12775",NULL,"Основы аналитической иммунохимии"
"12776",NULL,"Региональная и муниципальная молодёжная политика"
"12778",NULL,"Прикладная психология"
"12784",NULL,"Геологическая графика"
"12786",NULL,"Иностранный язык в сфере проф.коммуникации"
"12792",NULL,"Финансовая математика"
"12793",NULL,"Культура речи. Часть 2"
"12794",NULL,"Паттерны проектирования"
"12795",NULL,"Автоматизация поиска в Интернете"
"12796",NULL,"Современные формы и средства обучения математике"
"12797",NULL,"Приложение спектральной теории к решению неустойчивых задач"
"12798",NULL,"Пучки обыкновенных дифференциальных операторов"
"12799",NULL,"Базисность Рисса собственных функций интегральных операторов"
"12802",NULL,"Нелинейные волны"
"12804",NULL,"Функциональное моделирование информационных процессов"
"12811",NULL,"Спецкурс 6"
"12814",NULL,"Естественнонаучный подход к оценке достовер. сообщаемой инф."
"12815",NULL,"Бухгалтерский учёт и налогообложение"
"12816",NULL,"Бухгалтерские информационные системы: 1С"
"12819",NULL,"Растровая графика"
"12820",NULL,"Безопасность жизнеднятельности"
"12823",NULL,"История нового времени"
"12824",NULL,"Российская дипломатия в лицах"
"12825",NULL,"Курорты мира"
"12826",NULL,"2-й иностранный язык"
"12828",NULL,"Введение в географию"
"12829",NULL,"Право интеллектуальной собственности"
"12831",NULL,"Основы территориального управления и стратегическое планирование"
"12833",NULL,"Гуманитарная география"
"12834",NULL,"Районная планировка"
"12835",NULL,"Эстетика и дизайн ландшафта"
"12836",NULL,"Геохимия городских ландшафтов"
"12837",NULL,"Современные проблемы экологии и природопользования"
"12838",NULL,"Городская биота и методы ее изучения"
"12839",NULL,"Стратегическое  планирование городов и регионов"
"12842",NULL,"Микробиология и вирусология"
"12845",NULL,"Биология индивидуального развития"
"12847",NULL,"Курс по выбору"
"12848",NULL,"Вирусология"
"12850",NULL,"Комплексный кадастр"
"12851",NULL,"Проектный практикум"
"12852",NULL,"Методика и техника сбора демографической информации"
"12853",NULL,"Основы социологии"
"12854",NULL,"Иностранный язык  часть 1 (английский)"
"12855",NULL,"Иностранный язык часть 1 (немецкий)"
"12857",NULL,"Анатомия человека с биомеханикой: Биомеханика"
"12858",NULL,"Основы нормальной, спортивной физиологии и биохимии: Основы биохимии"
"12859",NULL,"Финансовая система"
"12860",NULL,"Основы нормальной, спортивной физиологии и биохимии: Физиология человека"
"12861",NULL,"Финансово-экономический анализ"
"12862",NULL,"Дисциплина по выбору: Основы медицинских знаний/Основы школьной гигиены"
"12863",NULL,"Опыт медленного чтения русских художественных текстов XIX в."
"12868",NULL,"Политические идеологии"
"12871",NULL,"Иностранный язык часть 3 (английский)"
"12874",NULL,"Управление изменениями"
"12877",NULL,"Научный лингвистический семинар"
"12879",NULL,"Массовая коммуникация"
"12880",NULL,"Интернет-коммуникация"
"12881",NULL,"Научная коммуникация"
"12884",NULL,"Социология массовых коммуникаций"
"12885",NULL,"Иностранный язык для академических целей"
"12886",NULL,"Теория и практика связей с общественностью"
"12891",NULL,"Нефтегазовая геология"
"12893",NULL,"Основы компьютерных технологий решения геол.задач"
"12894",NULL,"Основы гидрогеологии"
"12895",NULL,"Геотектоника и геодинамика"
"12897",NULL,"КСЕ"
"12902",NULL,"Специальные методыанализа сложных сигналов"
"12903",NULL,"Специальные методы анализа сложных сигналов"
"12905",NULL,"Спектрально- поляризационная диагностика биотканей"
"12906",NULL,"Журналистский текст как объект лингвистической экспертизы"
"12907",NULL,"Спектральные методы"
"12908",NULL,"Основы оперативно-розыскной деятельности"
"12909",NULL,"Уголовное право (Особенная часть)"
"12910",NULL,"Международное уголовное право и совершенствование современного российского законодательства"
"12911",NULL,"Выявление и основы расследования административных правонарушений, отнесенных к компетенции таможенных органов"
"12912",NULL,"Таможенное тарифное регулирование внешнеторговой деятельности"
"12913",NULL,"Общая часть уголовного права России"
"12914",NULL,"Таможенное оформление товаров и транспортных средств"
"12915",NULL,"Информатика и базы данных"
"12916","3935","Применение программных пакетов"
"12917","3935","Введение в теорию сигнала"
"12918",NULL,"Иностранный язык (английский): Языкознание"
"12919",NULL,"Иностранный язык (английский): Морфология. Синтаксис"
"12920",NULL,"Ценообразование во внешней торговле"
"12923",NULL,"Иностранный язык (английский): Теория перевода"
"12924",NULL,"Деревообработка"
"12925",NULL,"Радиомонтаж"
"12926",NULL,"Психология детского творчества"
"12927",NULL,"Обучение и воспитание детей с выраженными нарушениями интеллекта"
"12928",NULL,"Психология детей с умственной отсталостью"
"12929",NULL,"Социальная педагогика в специальном образовании"
"12939",NULL,"Основы системы физического воспитания и спорта в РФ"
"12940",NULL,"Методология и история спортивной психологии"
"12941",NULL,"Гигиена и психогигиена в спортивной деятельности"
"12942",NULL,"Теоретические основы физической культуры и спорта"
"12966",NULL,"Подготовка материалов для проектирования территорий"
"12967",NULL,"Разработка и анализ проектов межхозяйственного и внутрихозяйственного землеустройства"
"12971",NULL,"Развитие универсальных учебных действий в курсе математики"
"12974",NULL,"Оптимальное портфельное инвестирование"
"12975",NULL,"Государственная образовательная политика"
"12976",NULL,"Политическая система современной России"
"12979",NULL,"Научно-исследовательская работа магистра"
"12980",NULL,"Подземная гидромеханика"
"12981",NULL,"Экономика и организация геологоразведочных работ"
"12985",NULL,"Делопроизводство (факультатив)"
"12988",NULL,"Основы организации и планирования производственных работ"
"12989",NULL,"Технология бурения в заданном направлении"
"12994",NULL,"Традиционная культура народов мира, часть 1"
"12996",NULL,"Теоретические основы фортепианной подготовки бакалавра"
"12999",NULL,"Современные проблемы судебной экспертизы"
"13001",NULL,"Методология экономической науки"
"13003",NULL,"Методика обучения и воспитания в области начального образования"
"13005",NULL,"Микроэкономика (продвинутый курс)"
"13006",NULL,"Предметно-преобразующая деятельность в начальном образовании"
"13007",NULL,"Иностранный язык (английский): Межкультурная коммуникация"
"13009",NULL,"Курс по выбору: проблемы экологического воспитания"
"13015",NULL,"Географическая культура в школьнлм образовании"
"13016",NULL,"Проблемы геоморфологии"
"13018",NULL,"Структурная геоморфология"
"13027",NULL,"Опыт российских и мировых модернизаций"
"13029",NULL,"Микроскопические методы исследования"
"13033",NULL,"Методика организации продуктивной деятельности детей дошкольного возраста"
"13037",NULL,"Декоративно-прикладное творчество"
"13038",NULL,"Основы промышленного производства"
"13039",NULL,"Художественная обработка материалов и рукоделие"
"13040",NULL,"Технология домоведения"
"13041",NULL,"Методика организации и проведения педагогического исследования в технологическом образовании"
"13042",NULL,"Управление качеством дошкольного образования"
"13043",NULL,"Психология детства"
"13047",NULL,"Методика воспитательной работы в технологической образовании"
"13049",NULL,"Проектирование и экспертиза образовательных систем в технологическом образовании"
"13051",NULL,"Научно-исследовательский семинар ""Комплексный подход к диагностике и коррекции речевых нарушений"""
"13052",NULL,"Развитие специального образования в России и за рубежом: традиции и современность"
"13053",NULL,"Ранняя диагностика, коррекция и профилактика речевых нарушений"
"13054",NULL,"Основы организации научно-исследовательской работы"
"13055",NULL,"История и философия специальной педагогики и психологии"
"13056",NULL,"История логопедии"
"13057",NULL,"современные проблемы науки и специального дефектологического образования"
"13069","3879","Социальные аспекты концепции современного естествознания"
"13070","3879","Методика использования межпредметных связей в процессе решения задач по физике"
"13079","3879","Математические методы решения физических задач"
"13081","3879","Основы медзнаний"
"13085","3879","Методика воспитания и обучения физике"
"13087","3879","Вопросы частной методики (ч. 1)"
"13088","3879","Вопросы частной методики (ч. 2)"
"13089","3879","Методика обучения информатике"
"13091","3879","Безопасность жизнедеятельности (ч. 1)"
"13092","3879","Безопасность жизнедеятельности (ч. 2)"
"13095","3879","Молекулярная физика и термодинамика"
"13096","3879","Электричество и магнетизм"
"13099","3879","Основы теоретической физики"
"13103","3879","Экспериментальная физика и компьютерное моделирование физических процессов"
"13105","3879","Преемственность натурного физического эксперимента и компьютерного моделирования при изучении физики (ч. 1, ч. 2)"
"13106","3879","Инновационные тенденции в современном образовании"
"13109","3879","Практическая реализация новых информационных технологий"
"13110","3879","Школьный физический кабинет и его оборудование"
"13112","3879","Аналоговые и цифровые радиоэлектронные устройства"
"13119","3879","Структура и масштабы Вселенной"
"13120","3879","Интернет-ресурсы"
"13126","3879","Основные методические направления обучения физике"
"13130","3879","Элементы теории относительности"
"13145","3879","Практическая реализация новых информационных технологий при использовании компьютерных обучающих программ на уроках физики"
"13147",NULL,"Технология менеджмента в дошкольном образовании"
"13148",NULL,"Современные технологии социального партнерства"
"13152",NULL,"Функциональная ассиметрия мозга и левшество"
"13153",NULL,"Сравнительная специальная педагогика"
"13154",NULL,"Лингвистические проблемы специальной педагогики и психологии"
"13155",NULL,"Медико-биологические проблемы дефектологии"
"13163",NULL,"Школьные факторы риска и их предупреждение"
"13166","4349","Основы спутникового позиционирования"
"13170",NULL,"Методы исследований в менеджменте"
"13173",NULL,"Управленческая экономика"
"13175",NULL,"Эволюция политической и правовой мысли в России"
"13176",NULL,"Криминологическая характеристика коррупции и ее профилактика"
"13180",NULL,"Иностранный язык (нем.)"
"13183",NULL,"Комплексные соединения в химической экспертизе"
"13186",NULL,"Методы разделения и концентрирования"
"13187",NULL,"Теоретические основы гальванотехники"
"13188",NULL,"Химические источники тока"
"13189",NULL,"Синтез и свойства водорастворимых полимеров"
"13201",NULL,"Маркетинг и коммуникация"
"13202",NULL,"Бюджетное право и процесс"
"13204",NULL,"Актуальные проблемы производства следственных действий"
"13205",NULL,"История художественной культуры Нового и Новейшего времени"
"13207",NULL,"История изобразительного искусства"
"13208",NULL,"Иностранный язык 2"
"13210",NULL,"Основы дефектологии"
"13212",NULL,"Научно-исследовательская работа в семестре: научный семинар"
"13213",NULL,"Основания разрешения таможенных споров в арбитражном суде"
"13217",NULL,"Охрана природного и культурного наследия"
"13218",NULL,"Аскетика"
"13226",NULL,"Культурное наследие России"
"13228",NULL,"Внешняя политика и дипломатия России"
"13229",NULL,"Библейская апологетика"
"13230",NULL,"Научно-естественная апологетика"
"13233",NULL,"Православная антропология"
"13235",NULL,"Контроллинг"
"13237",NULL,"Методология и практика научно-исследовательской деятельности"
"13238",NULL,"Физика сплошных сред"
"13239",NULL,"Культура массовых коммуникаций"
"13245",NULL,"Д/по выб: Источниковедение всеобщей истории"
"13246",NULL,"Д/по выб: Источниковедение отечественной истории "
"13247",NULL,"Современные проблемы философии религии"
"13250",NULL,"Управ. предприятием в условиях конкуренции"
"13253",NULL,"Сравнительная теология"
"13255",NULL,"Технология продаж"
"13257",NULL,"Д/в: Спортивная медицина"
"13258",NULL,"Д/в: Обучение базовым видам спорта"
"13259",NULL,"Информационные технологии в сервисе"
"13262",NULL,"Теория и методика обучения спортивным и подвижным играм: Волейбол"
"13264",NULL,"Методика преподавания обществознания"
"13266",NULL,"Научно-исследовательские программы социальной философии"
"13269",NULL,"Практикум по устной и письменной речи на основном иностранном языке"
"13270",NULL,"Практическая грамматика основного изучаемого языка"
"13271",NULL,"Ланшафтный дизайн"
"13282",NULL,"История молодежных движений за рубежом"
"13283",NULL,"Фотограмметрические работы"
"13443",NULL,"Иностранный язык часть 2 (английский)"
"13442",NULL,"Иностранный язык часть 2 (немецкий)"
"13445",NULL,"Теория социальной работы"
"13444",NULL,"Социальная информатика"
"13385","3879","Концепция современного естествознания"
"13446",NULL,"Организация работы отделов рекламы и связей с общественностью"
"13447",NULL,"Иностранный язык для профессиональных целей (английский)"
"13450",NULL,"Современные технологии передачи и приема информации"
"13452",NULL,"Количественные и качественные методы в социологических исследованиях"
"13453",NULL,"Социология общественного мнения"
"13455",NULL,"Государственная и муниципальная кадровая политика"
"13456",NULL,"Методы государственного и муниципального управления: Принятие и сполнение государственных решений"
"13457",NULL,"Спецкурс Специфика устной речи"
"13459",NULL,"Демографическая ситуация в Саратовской области"
"13460",NULL,"Демографическая струтура населения"
"13461",NULL,"Пространственная организация общества"
"13462",NULL,"Демографическая политика"
"13468",NULL,"Биотехнология и основы сельского хозяйства"
"13469",NULL,"Современные аспекты инженерной деятельности в условиях науко"
"13471",NULL,"Материаловедение. Металловедение"
"13472",NULL,"Приборы на квантовых эффектах:технология и материалы"
"13473",NULL,"Современные направления биомедицинской инжененрии и анализа"
"13474",NULL,"Основы математического моделирования в твердотельной электро"
"13477",NULL,"Методы численного анализа биомедицинской информации"
"13497",NULL,"Плоская задача теории упругости"
"13498",NULL,"Информационные системы и технологии. Часть 2"
"13499",NULL,"Основы теории вязкоупругости"
"13500",NULL,"Элементарная теория обобщённых функций"
"13501",NULL,"Методика обучения матем. детей с особыми обр. потребностями"
"13502",NULL,"Основы исследовательской деят. в области матем. образования"
"13503",NULL,"Алгебраические основы теории кодирования"
"13504",NULL,"Основные алгебр. структуры для дискр. систем перераб. инф."
"13505",NULL,"Дополнительные главы геометрии и алгебры. Часть 1"
"13506",NULL,"Гладкие многообразия и управляемые системы"
"13507",NULL,"Линейные дифференциальные операторы"
"13508",NULL,"Математические основы страхования"
"13510",NULL,"Методы возмущений в прикладной математике"
"13511",NULL,"Математические основы эконометрики"
"13512",NULL,"Инструменты современного финансового анализа"
"13514",NULL,"Прим. операт. диф. в задачах прибл. функ. и в неуст. задачах"
"13515",NULL,"Web-программирование"
"13516",NULL,"Основы функцианального программирования"
"13517",NULL,"Управление информационными ресурсами"
"13518",NULL,"Системы искусственного интеллекта в компьютерном дизайне"
"13520",NULL,"Языки и методы программирования"
"13522",NULL,"Спектральная теория самосопряжённых операторов"
"13523",NULL,"Компьютерная математическая среда Mathematica"
"13524",NULL,"Спектральная теория диф. и инт. операторов"
"13528",NULL,"Экспертные оценки на основе теории нечётких множеств"
"13530",NULL,"Методология и технология проектирования инф. систем"
"13531",NULL,"Некорректно поставленные задачи и их решения"
"13533",NULL,"ОДСИ в системе правового регулирования и правоприменения"
"13537",NULL,"Непрерывные математические модели"
"13542",NULL,"Основы межличностных коммуникаций"
"13546",NULL,"Технология разработки программного обеспечения"
"13550",NULL,"Вычислительные системы"
"13552",NULL,"Математические основы искусственного интеллекта"
"13554",NULL,"Методы оптимизации и исследование операций"
"13557",NULL,"Сложность вычислений"
"13577",NULL,"Медико-социальные основы здоровья населения"
"13579",NULL,"Проектирование и строительство зданий и сооружений"
"13580",NULL,"Социология возраста"
"13584",NULL,"Демографическое прогнозирование"
"13586",NULL,"Математические модели социальных систем"
"13588",NULL,"Использование исскуственных нейросетей в социологии"
"13591","3935","Введение в магнитоэлектронику"
"13593",NULL,"Экономика и социология труда"
"13597",NULL,"Психологическое сопровождение детей раннего возраста с нарушениями в развитии"
"13598",NULL,"История специальной психологии"
"13599",NULL,"Применение методов атомной спектроскопии"
"13600",NULL,"Судебная экспертиза металлов, сплавов и изделий из них"
"13602",NULL,"Применение хроматографических методов исследования"
"13603",NULL,"Применение рентгеновских методов исследования"
"13604",NULL,"Современные направления биомедицинской инженерии и анализа окружающей среды"
"13605",NULL,"Высокомолекулярные соединения и коллоидная химия"
"13606",NULL,"Предпринимательское право"
"13607",NULL,"Основы безопасности движения и ПДД (факультатив)"
"13608",NULL,"Гражданское право. Часть 3"
"13619",NULL,"Научно-исследовательский семинар ""Демографические проблемы в саратовской области: состояние и пути преодоления"""
"13622",NULL,"библейская теология"
"13623",NULL,"Методика организации образовательного процесса"
"13627",NULL,"Методология и методика подготовки, оформления и защиты выпускных  работ"
"13628",NULL,"Управление техногенной безопасностью"
"13629",NULL,"Словесное творчество"
"13630",NULL,"Современные аспекты инженерной деятельности в условиях наукоемкого производства"
"13633",NULL,"Альтернативная энергетика"
"13638",NULL,"Технология приготовления бурового раствора"
"13639",NULL,"организация производственной работы персонала"
"13643",NULL,"Опробирование и испытание пласта"
"13644",NULL,"Региональное управление и территориальное планирование"
"13645",NULL,"Кристаллография и минералогия"
"13646",NULL,"Основы законодательства и нормативные документы в стр и недр"
"13650",NULL,"Методы инженерно-геологических и гидрогеологических исслед."
"13651",NULL,"Геофизичесике методы исследования скважин"
"13652",NULL,"Геофизические исследования и работы в скважинах"
"13654",NULL,"Основы инженерной геологии"
"13655",NULL,"Общая геохимия"
"13656",NULL,"Основы палеонтологии и общая стратиграфия"
"13657",NULL,"Английский язык в проф.коммун."
"13658",NULL,"Немецкий язык в сфере проф.коммуникац."
"13659",NULL,"Английский язык в сфере проф.коммуникац."
"13660",NULL,"Компьютерные технологии и статистические методы в экологии и природопользовании"
"13661",NULL,"Опасные геодинамические процессы на урбанизированных территориях"
"13662",NULL,"Международное сотрудничество в области охраны окружающей среды"
"13664",NULL,"Городские геоинформационные системы"
"13665",NULL,"Компьютерные технологии и статистические методы в географии"
"13667",NULL,"Ландшафтно-экологический анализ и планирование в природоохранной сфере на региональном уровне"
"13668",NULL,"Социология города"
"13669",NULL,"Судебно-психологическая экспертиза в уголовном и гражданском процессах"
"13670",NULL,"Психолого-педагогическая коррекция и психотерапия"
"13671",NULL,"Работа психолога в реабилитационных центрах и службах психологической поддержки"
"13673",NULL,"Основы медиации и посредничества в юридической практике"
"13676",NULL,"Психология лжи и манипуляции"
"13679",NULL,"Таможенные платежи"
"13680",NULL,"Запреты и ограничения внешнеторговой деятельности"
"13681",NULL,"Таможенная стоимость"
"13682",NULL,"Основы квалификации преступлений в сфере таможенного дела"
"13683",NULL,"Основы технических средств таможенного контроля"
"13685",NULL,"Аэрокосмические методы исследования"
"13686",NULL,"Основы синоптической метеорологии"
"13687",NULL,"Основы климатологии"
"13688",NULL,"Морфометрия рельефа"
"13689",NULL,"Эрозионные и русловые процессы"
"13690",NULL,"Экологическая геоморфология"
"13693",NULL,"Базы пространственных данных"
"13696",NULL,"Дешефрирование аэрокосмических снимков"
"13698",NULL,"Математико-картографическое моделирование"
"13709",NULL,"Цифровая фотограмметрия"
"13711",NULL,"Методологические основы научной деятельности"
"13713",NULL,"Теория и системы управления"
"13714",NULL,"Анализ хозяйственной деятельности"
"13717",NULL,"История и современное состояние молодежной политики за рубежом"
"13718",NULL,"Эксплуатация промышленного оборудования"
"13726",NULL,"Финансовое моделирование"
"13730",NULL,"основы работы психолога-практика"
"13732",NULL,"Математические основы информационной безопасности"
"13734",NULL,"Компьютерная графика и основы педагогического дизайна"
"13735",NULL,"Информационные системы и системы искусственного интеллекта"
"13736",NULL,"Методика обучения и воспитания"
"13737",NULL,"Основы функционального программирования"
"13739",NULL,"Роль правоохранительных органов в  расследовании преступлений в экономики"
"13740",NULL,"Проблемы выявления и расследования преступлений в сфере экономики"
"13741",NULL,"Правовая информатизация органов власти"
"13744",NULL,"Классный час"
"13745",NULL,"Архитектура компьютерных систем"
"13746",NULL,"Технические средства информатизации"
"13747",NULL,"Материаловедение, ЭРМ и РК"
"13748",NULL,"Технология монтажа устройств, блоков и приборов РЭТ"
"13749",NULL,"Разработка и проектирование технических документов"
"13750",NULL,"Методы эксплуатации КИО И ТО сборки и монтажа"
"13756",NULL,"Экономическая статистика"
"13757",NULL,"Основы страхового дела"
"13760",NULL,"Элементы математической логики"
"13761",NULL,"Теория вероятностей"
"13762",NULL,"Металловедение"
"13763",NULL,"Измерительная техника"
"13764",NULL,"Прикладная электроника"
"13765",NULL,"Основы электротехники"
"13769",NULL,"Практические основы ведения БУ на малых предприятиях"
"13770",NULL,"Оценка недвижимого имущества"
"13773",NULL,"Обеспечение безопасности жизнедеятельности"
"13775",NULL,"Программирование сайтов и WEB дизайн"
"13776",NULL,"Прикладное программирование"
"13777",NULL,"Инструментальные средства разработки ПО"
"13778",NULL,"Инфокоммуникационные системы и сети"
"13779",NULL,"Технология разработки защиты БД"
"13785",NULL,"Стохастический анализ в финансах"
"13786",NULL,"Решение задач математики и использованием пакетов прикладных программ"
"13788",NULL,"Методы решения задач с параметрами"
"13790",NULL,"Маркетинговые коммуникации в образовании"
"13793",NULL,"Мониторинг и оценка качества образования"
"13794",NULL,"Проектная деятельность в образовании"
"13801",NULL,"Реализация технологических процессов изготовления деталей"
"13802",NULL,"Технологические процессы изготовления деталей машин"
"13803",NULL,"Системы автоматизированного проектирования и программирования"
"13804",NULL,"Контроль соответствия качества деталей требованиям ТД"
"13805",NULL,"Технологическая оснастка"
"13806",NULL,"Основы компьютерного моделирования"
"13807",NULL,"Техническое обслуживание и эксплуатация РЭ оборудования"
"13808",NULL,"Основы социального проектирования"
"13809",NULL,"Методы настройки и регулирования устройств и блоков РЭТ"
"13813",NULL,"Теоретические основы диагностики и обнаружения отказов и дефектов различных видов РЭТ"
"13814",NULL,"Технология сборки устройств блоков и приборов РЭТ"
"13816",NULL,"Управление рисками фирмы "
"13817",NULL,"Инновационные технологии в проф. деятельности"
